,0
42462,"But as Christ is the mediator between God and man, I say, as he is mediator, so he is a man (1 Tim 2:5) and absent from his saints in the world, as is clear (2 Cor 5:6)."
6902,And throughout the ride she continued to utter cries and ejaculations of surprise and delight.
229,"Andy and Randy, as the twins were always called, were decidedly active lads, taking after their father, ""who was never still a minute,"" to quote Grandpa Rover."
6406,430     His waking a continual dread of Death!
1235,he would have roused your valour.
3116,roared McEachern.
3378,He must have told you the truth about me.
1421,"""Gosh; I'm sorry I spoke about it."
209,"""It will be dead-water there."
2798,"queried our hero, looking up from his book."
39,"The new jaw, or leg, is a newt's, and never by any accident more like that of a frog."
3426,"Once or twice he heard the galloping of parties of men, evidently attracted by the sound of firing, but none of them came very near him, and he ran on without interruption."
3425,"Williams came from the obscurity somewhere, and looked over the shoulders of the men."
543,I am the King and you are the goat.
1532,There was one big sunfish that was not afraid of anything; if you held a worm just over him he would jump out of the water and snatch it.
13817,"""I don't know who has arranged it."
5938,They were almost upon him now.
2339,"Well, she need not fear!"
422,"And when they grew up, their civic life was to be conducted on the same principles, for the very purpose of enabling them to live as members of a free nation."
2995,"He walked around her, surveying her with the calculating eye of a man who studies the lines upon which a horse or a boat is builded."
6417,"Haven't I taught you, played with you, done your bidding blindly ever since you came into your kingdom?"
10518,"he said, not coming to earth."
573,"You live near us, don't you?"""
1628,"The mere smell of the bubbles, which effervesced at the brim, was enough to turn a man's beard into pig's bristles, or make a lion's claws grow out of his fingers, or a fox's brush behind him."
1362,"It is said the Great Gulf has no bottom; but, however that may be, King Kynd has never been seen again and my father became King in his place."""
4298,"There was another year before Philip took possession of his small inheritance, and during that time Mr. Carey proposed only to give him an allowance if he remained at the office."
13631,"If a record of the sport had usurped the places of the peaceful texts from Scripture on the wall, the most advanced of the scholars might have taken fright and run away from the master."
5857,"""Well, no!"
8852,The body was gone.
13,"But please do not suppose that I defend a state of things which makes such advice the best that can be given under the circumstances, or that I do not know how difficult it is to find out a way of getting into trouble that will combine loss of respectability with integrity of self-respect and reasonable consideration for other peoples' feelings and interests on every point except their dread of losing their own respectability."
5272,"""He said a girl--he did not know who she was."
2867,"""He seemed to be looking down at Harry's face,"" said Frank, who saw that Mr. Barclay was waiting an answer."
1531,Not once had he had a view of the girl's full face.
5936,"said our old ship-mate, descending the steps, with an indolent, half-cordial, half-condescending manner; extending his hand at the same time, which Moses received and shook heartily.--""The sight of you reminds me of old times, and salt water!"""
1988,"She thought how valiantly he had risen up under it, and had not lost one moment in vain repining; how instantly he had collected himself for a new effort, and taken his measures with a wise prevision that omitted no detail."
15682,"Since the reason could not be explained without going into family history, Soames merely answered:  ""Racketing about."
1696,And the whole party as grave and silent as the woods around them!
1464,"Written notices have been stuck up warning everyone, on pain of the severest punishment, not to give shelter to two young men, in whatever guise they may present themselves."
1331,"And when they take me up,--up to her, would it be loving, or would it be loathing?--A nasty, cold, moist, unpleasant body!"""
368,"One day, two of the officers and myself rode to Ribeira Grande, a village a few miles eastward of Porto Praya."
1887,"A woman in the fight, and an old one at that!"
5754,"""I must leave you here,"" said Charles Gould, in the uproar."
1845,"It was a second reminder that against her claim to go free and untrammelled there was a case to be made, that after all it was true that a girl does not go alone in the world unchallenged, nor ever has gone freely alone in the world, that evil walks abroad and dangers, and petty insults more irritating than dangers, lurk."
392,9.
1507,"""Hm!"""
1771,"""A friend did indeed insist on my seeing a doctor, to whom, at his suggestion, I gave a fee of five shillings, but to say truth I did not require him."""
2119,"""It is the unexpected,"" she remarked, ""which always happens."
1117,"""Well I thought I was, and I thought she thought I was."""
2506,"There was some silly woman who for a long time, among the unprivileged, owed to three simple visits to Richmond a reputation for being intimate with ""lots of awfully clever out-of-the-way people."""
55,"""Dear Fred:        ""It's been a long time since I was so near to the old home,       and I'd like to take a run up."
1049,Take them alive and they shall be of our faith.'
146,It will be business for the publisher to take advantage of his necessity quite the same as if it were his fault; but I do not say that he will always do so; I believe he will very often not do so.
